record_id,area,disease,date,cases
REC_02137,Koregaon Park,Dengue,2026-01-03,2
REC_02138,Viman Nagar,Diarrhea,2026-01-27,3
REC_02139,Kothrud,Dengue,2026-01-06,2
REC_02140,Wakad,Diarrhea,2026-01-01,1
REC_02141,Kothrud,Diarrhea,2025-12-14,3
REC_02142,Viman Nagar,Malaria,2026-02-12,1
REC_02143,Baner,Dengue,2026-02-11,1
REC_02144,Shivajinagar,Malaria,2025-12-13,3
REC_02145,Koregaon Park,Diarrhea,2026-02-03,0
REC_02146,Shivajinagar,Diarrhea,2026-01-13,5
REC_02147,Baner,Diarrhea,2026-01-16,3
REC_02148,Viman Nagar,Diarrhea,2026-01-12,1
REC_02149,Kalyani Nagar,Dengue,2026-01-05,2
REC_02150,Shivajinagar,Dengue,2025-12-28,0
REC_02151,Kalyani Nagar,Dengue,2026-02-21,2
REC_02152,Shivajinagar,Dengue,2026-02-22,2
REC_02153,Shivajinagar,Dengue,2026-01-02,2
REC_02154,Koregaon Park,Diarrhea,2026-01-27,3
REC_02155,Wakad,Diarrhea,2026-01-11,1
REC_02156,Wakad,Cholera,2026-01-01,4
REC_02157,Hingne Khurd,Dengue,2025-12-18,4
REC_02158,Kothrud,Diarrhea,2025-12-07,2
REC_02159,Baner,Typhoid,2025-12-30,2
REC_02160,Baner,Diarrhea,2025-12-10,3
REC_02161,Baner,Dengue,2025-12-07,1
REC_02162,Hingne Khurd,Dengue,2025-12-24,4
REC_02163,Wakad,Dengue,2025-12-19,1
REC_02164,Viman Nagar,Malaria,2026-01-06,1
REC_02165,Kalyani Nagar,Diarrhea,2025-12-06,3
REC_02166,Koregaon Park,Dengue,2026-02-14,4
REC_02167,Kalyani Nagar,Dengue,2026-01-07,4
REC_02168,Viman Nagar,Diarrhea,2026-02-11,5
REC_02169,Koregaon Park,Diarrhea,2026-02-09,1
REC_02170,Hingne Khurd,Diarrhea,2025-12-19,6
REC_02171,Viman Nagar,Diarrhea,2026-02-18,8
REC_02172,Baner,Malaria,2025-12-10,5
REC_02173,Kothrud,Dengue,2025-12-15,6
REC_02174,Shivajinagar,Malaria,2026-01-10,3
REC_02175,Kalyani Nagar,Diarrhea,2026-02-27,0
REC_02176,Wakad,Cholera,2026-01-20,3
REC_02177,Wakad,Dengue,2026-01-05,2
REC_02178,Hingne Khurd,Diarrhea,2026-01-20,3
REC_02179,Koregaon Park,Malaria,2025-12-08,4
REC_02180,Wakad,Diarrhea,2026-01-03,1
REC_02181,Baner,Dengue,2026-02-04,3
REC_02182,Kalyani Nagar,Malaria,2025-12-06,3
REC_02183,Viman Nagar,Typhoid,2025-12-01,5
REC_02184,Baner,Diarrhea,2025-12-24,6
REC_02185,Hingne Khurd,Diarrhea,2026-02-13,2
REC_02186,Baner,Dengue,2026-01-09,4
REC_02187,Viman Nagar,Dengue,2026-02-12,3
REC_02188,Kothrud,Malaria,2026-01-20,3
REC_02189,Hingne Khurd,Typhoid,2026-02-24,2
REC_02190,Kothrud,Cholera,2026-02-18,3
REC_02191,Shivajinagar,Diarrhea,2026-02-14,1
REC_02192,Kothrud,Malaria,2026-02-02,3
REC_02193,Shivajinagar,Typhoid,2026-02-14,2
REC_02194,Shivajinagar,Diarrhea,2026-01-06,1
REC_02195,Kothrud,Diarrhea,2026-02-04,4
REC_02196,Hingne Khurd,Dengue,2026-02-17,2
REC_02197,Koregaon Park,Diarrhea,2026-01-10,5
REC_02198,Viman Nagar,Diarrhea,2026-02-08,4
REC_02199,Baner,Typhoid,2026-01-22,3
REC_02200,Baner,Diarrhea,2026-02-04,5
REC_02201,Viman Nagar,Dengue,2026-02-15,2
REC_02202,Kalyani Nagar,Diarrhea,2026-02-01,6
REC_02203,Kalyani Nagar,Typhoid,2026-02-17,2
REC_02204,Shivajinagar,Malaria,2025-12-03,2
REC_02205,Shivajinagar,Dengue,2025-12-30,3
REC_02206,Hingne Khurd,Dengue,2025-12-12,3
REC_02207,Wakad,Diarrhea,2025-12-26,3
REC_02208,Kothrud,Malaria,2026-01-27,3
REC_02209,Shivajinagar,Diarrhea,2026-02-02,6
REC_02210,Baner,Dengue,2026-02-01,5
REC_02211,Hingne Khurd,Typhoid,2025-12-24,4
REC_02212,Kothrud,Dengue,2026-01-05,3
REC_02213,Hingne Khurd,Dengue,2026-02-12,2
REC_02214,Kothrud,Diarrhea,2026-02-10,2
REC_02215,Kothrud,Diarrhea,2026-02-08,1
REC_02216,Viman Nagar,Dengue,2025-12-13,2
REC_02217,Shivajinagar,Dengue,2025-12-23,3
REC_02218,Koregaon Park,Dengue,2026-02-04,3
REC_02219,Hingne Khurd,Diarrhea,2026-01-16,4
REC_02220,Koregaon Park,Diarrhea,2026-02-02,0
REC_02221,Hingne Khurd,Diarrhea,2026-01-06,1
REC_02222,Viman Nagar,Diarrhea,2026-02-27,3
REC_02223,Baner,Diarrhea,2026-02-07,3
REC_02224,Koregaon Park,Dengue,2026-01-27,6
REC_02225,Baner,Cholera,2025-12-11,2
REC_02226,Kalyani Nagar,Typhoid,2026-01-22,3
REC_02227,Shivajinagar,Dengue,2026-01-19,2
REC_02228,Shivajinagar,Dengue,2026-01-06,5
REC_02229,Wakad,Dengue,2026-01-14,3
REC_02230,Viman Nagar,Dengue,2025-12-09,2
REC_02231,Baner,Diarrhea,2025-12-08,1
REC_02232,Kothrud,Diarrhea,2026-02-24,2
REC_02233,Hingne Khurd,Diarrhea,2026-01-20,10
REC_02234,Shivajinagar,Diarrhea,2026-01-19,4
REC_02235,Koregaon Park,Diarrhea,2025-12-21,5
REC_02236,Hingne Khurd,Diarrhea,2026-02-10,3
REC_02237,Hingne Khurd,Dengue,2026-02-20,3
REC_02238,Wakad,Malaria,2026-02-09,2
REC_02239,Baner,Diarrhea,2026-02-05,3
REC_02240,Shivajinagar,Dengue,2025-12-04,2
REC_02241,Hingne Khurd,Dengue,2026-02-20,0
REC_02242,Shivajinagar,Typhoid,2026-02-19,2
REC_02243,Kothrud,Diarrhea,2025-12-28,3
REC_02244,Wakad,Dengue,2026-02-20,2
REC_02245,Kothrud,Diarrhea,2025-12-05,3
REC_02246,Shivajinagar,Diarrhea,2026-02-06,6
REC_02247,Kalyani Nagar,Malaria,2026-01-26,1
REC_02248,Koregaon Park,Dengue,2026-01-11,3
REC_02249,Shivajinagar,Cholera,2026-02-06,1
REC_02250,Baner,Malaria,2026-02-09,5
REC_02251,Hingne Khurd,Dengue,2026-01-05,4
REC_02252,Hingne Khurd,Diarrhea,2026-01-26,2
REC_02253,Kothrud,Diarrhea,2026-01-05,3
REC_02254,Koregaon Park,Dengue,2026-02-19,2
REC_02255,Wakad,Dengue,2025-12-25,2
REC_02256,Kalyani Nagar,Dengue,2026-01-10,5
REC_02257,Viman Nagar,Cholera,2025-12-15,1
REC_02258,Koregaon Park,Dengue,2025-12-21,2
REC_02259,Hingne Khurd,Diarrhea,2025-12-22,5
REC_02260,Baner,Cholera,2026-01-15,3
REC_02261,Koregaon Park,Dengue,2026-02-04,5
REC_02262,Kothrud,Cholera,2025-12-02,1
REC_02263,Kothrud,Cholera,2025-12-11,3
REC_02264,Viman Nagar,Typhoid,2025-12-22,5
REC_02265,Baner,Dengue,2025-12-10,4
REC_02266,Wakad,Diarrhea,2026-01-20,2
REC_02267,Koregaon Park,Diarrhea,2026-01-18,2
REC_02268,Baner,Cholera,2026-01-25,3
REC_02269,Wakad,Dengue,2026-02-01,3
REC_02270,Baner,Diarrhea,2026-01-14,5
REC_02271,Baner,Malaria,2025-12-28,3
REC_02272,Shivajinagar,Dengue,2026-02-07,2
REC_02273,Kothrud,Diarrhea,2026-01-14,6
REC_02274,Koregaon Park,Diarrhea,2025-12-15,5
REC_02275,Baner,Diarrhea,2026-01-19,4
REC_02276,Koregaon Park,Diarrhea,2025-12-10,3
REC_02277,Viman Nagar,Cholera,2025-12-10,5
REC_02278,Baner,Malaria,2026-01-31,6
REC_02279,Hingne Khurd,Diarrhea,2026-01-21,0
REC_02280,Kothrud,Malaria,2026-02-26,6
REC_02281,Hingne Khurd,Malaria,2026-01-26,2
REC_02282,Koregaon Park,Diarrhea,2025-12-18,3
REC_02283,Koregaon Park,Cholera,2025-12-31,5
REC_02284,Kothrud,Diarrhea,2026-01-18,3
REC_02285,Koregaon Park,Diarrhea,2026-02-09,3
REC_02286,Hingne Khurd,Dengue,2026-01-23,4
REC_02287,Baner,Dengue,2026-02-13,2
REC_02288,Baner,Diarrhea,2026-01-09,4
REC_02289,Shivajinagar,Dengue,2026-02-07,1
REC_02290,Viman Nagar,Dengue,2025-12-20,5
REC_02291,Koregaon Park,Diarrhea,2025-12-25,2
REC_02292,Hingne Khurd,Dengue,2025-11-30,2
REC_02293,Koregaon Park,Dengue,2026-02-18,6
REC_02294,Koregaon Park,Diarrhea,2025-12-26,3
REC_02295,Wakad,Diarrhea,2026-01-18,2
REC_02296,Shivajinagar,Cholera,2026-02-03,2
REC_02297,Hingne Khurd,Diarrhea,2026-02-02,3
REC_02298,Hingne Khurd,Diarrhea,2025-12-09,4
REC_02299,Koregaon Park,Cholera,2026-01-05,2
REC_02300,Shivajinagar,Diarrhea,2026-02-06,5
REC_02301,Baner,Dengue,2026-01-09,1
REC_02302,Hingne Khurd,Dengue,2026-01-14,3
REC_02303,Baner,Diarrhea,2026-02-14,2
REC_02304,Shivajinagar,Diarrhea,2026-01-13,3
REC_02305,Baner,Diarrhea,2026-02-25,2
REC_02306,Kothrud,Diarrhea,2025-12-26,6
REC_02307,Wakad,Diarrhea,2026-02-02,2
REC_02308,Kalyani Nagar,Cholera,2026-02-21,3
REC_02309,Hingne Khurd,Diarrhea,2025-12-07,4
REC_02310,Viman Nagar,Dengue,2026-02-04,3
REC_02311,Wakad,Typhoid,2026-01-17,5
REC_02312,Kalyani Nagar,Dengue,2026-02-26,3
REC_02313,Baner,Diarrhea,2026-02-26,5
REC_02314,Hingne Khurd,Cholera,2025-12-13,3
REC_02315,Baner,Diarrhea,2026-01-30,2
REC_02316,Kothrud,Diarrhea,2026-01-11,1
REC_02317,Shivajinagar,Diarrhea,2025-12-26,1
REC_02318,Hingne Khurd,Malaria,2025-12-26,0
REC_02319,Kalyani Nagar,Malaria,2026-02-05,3
REC_02320,Kalyani Nagar,Diarrhea,2026-02-12,2
REC_02321,Kothrud,Diarrhea,2026-01-16,2
REC_02322,Kothrud,Diarrhea,2026-02-04,1
REC_02323,Koregaon Park,Dengue,2025-12-24,4
REC_02324,Hingne Khurd,Diarrhea,2026-02-01,4
REC_02325,Baner,Diarrhea,2025-12-23,6
REC_02326,Viman Nagar,Diarrhea,2025-12-08,1
REC_02327,Kalyani Nagar,Diarrhea,2025-12-07,3
REC_02328,Kalyani Nagar,Diarrhea,2026-01-27,0
REC_02329,Kothrud,Diarrhea,2025-12-16,1
REC_02330,Wakad,Diarrhea,2026-01-11,8
REC_02331,Kothrud,Typhoid,2026-02-05,3
REC_02332,Viman Nagar,Dengue,2025-12-03,2
REC_02333,Baner,Cholera,2025-12-07,2
REC_02334,Baner,Dengue,2026-01-10,2
REC_02335,Wakad,Dengue,2026-01-17,3
REC_02336,Kalyani Nagar,Typhoid,2025-12-05,4
REC_02337,Kothrud,Dengue,2026-02-10,1
REC_02338,Koregaon Park,Diarrhea,2026-01-10,5
REC_02339,Baner,Typhoid,2026-02-09,5
REC_02340,Viman Nagar,Typhoid,2025-12-31,4
REC_02341,Hingne Khurd,Cholera,2025-12-14,1
REC_02342,Shivajinagar,Dengue,2026-02-19,6
REC_02343,Shivajinagar,Diarrhea,2026-02-24,1
REC_02344,Shivajinagar,Dengue,2026-02-06,5
REC_02345,Koregaon Park,Diarrhea,2025-12-26,3
REC_02346,Kalyani Nagar,Typhoid,2026-02-03,3
REC_02347,Kothrud,Malaria,2026-01-27,6
REC_02348,Wakad,Diarrhea,2025-12-27,0
REC_02349,Koregaon Park,Diarrhea,2025-12-23,1
REC_02350,Koregaon Park,Diarrhea,2026-01-19,4
REC_02351,Baner,Cholera,2025-12-20,5
REC_02352,Hingne Khurd,Dengue,2025-12-30,10
REC_02353,Koregaon Park,Diarrhea,2026-02-12,3
REC_02354,Viman Nagar,Typhoid,2026-01-18,4
REC_02355,Hingne Khurd,Diarrhea,2026-01-08,6
REC_02356,Viman Nagar,Dengue,2026-02-05,2
REC_02357,Kalyani Nagar,Diarrhea,2025-12-15,3
REC_02358,Kothrud,Malaria,2026-02-13,7
REC_02359,Shivajinagar,Dengue,2026-02-23,3
REC_02360,Koregaon Park,Typhoid,2026-01-31,5
REC_02361,Kothrud,Diarrhea,2026-01-24,4
REC_02362,Kalyani Nagar,Cholera,2026-02-17,5
REC_02363,Wakad,Typhoid,2025-12-23,3
REC_02364,Wakad,Diarrhea,2025-12-27,3
REC_02365,Kalyani Nagar,Dengue,2026-02-22,6
REC_02366,Viman Nagar,Diarrhea,2026-02-26,1
REC_02367,Baner,Dengue,2025-12-30,3
REC_02368,Baner,Cholera,2025-12-14,1
REC_02369,Viman Nagar,Dengue,2026-01-10,2
REC_02370,Wakad,Dengue,2026-01-18,4
REC_02371,Wakad,Diarrhea,2026-02-23,2
REC_02372,Koregaon Park,Dengue,2025-12-04,3
REC_02373,Wakad,Dengue,2026-01-16,2
REC_02374,Kothrud,Diarrhea,2025-12-12,2
REC_02375,Wakad,Dengue,2025-12-31,4
REC_02376,Hingne Khurd,Dengue,2026-02-04,1
REC_02377,Koregaon Park,Malaria,2026-02-16,2
REC_02378,Shivajinagar,Diarrhea,2025-12-29,2
REC_02379,Wakad,Diarrhea,2025-12-05,2
REC_02380,Viman Nagar,Diarrhea,2025-12-24,1
REC_02381,Shivajinagar,Diarrhea,2025-12-27,2
REC_02382,Kothrud,Malaria,2026-01-30,5
REC_02383,Viman Nagar,Cholera,2025-12-21,4
REC_02384,Shivajinagar,Dengue,2026-02-05,4
REC_02385,Viman Nagar,Diarrhea,2025-12-14,3
REC_02386,Kothrud,Typhoid,2025-12-25,3
REC_02387,Koregaon Park,Typhoid,2026-01-31,0
REC_02388,Hingne Khurd,Dengue,2025-12-17,2
REC_02389,Kothrud,Dengue,2026-02-10,1
REC_02390,Kothrud,Diarrhea,2026-01-31,1
REC_02391,Viman Nagar,Dengue,2026-01-30,5
REC_02392,Koregaon Park,Typhoid,2026-02-05,3
REC_02393,Kalyani Nagar,Diarrhea,2026-01-16,1
REC_02394,Baner,Diarrhea,2026-01-18,4
REC_02395,Wakad,Dengue,2026-01-31,5
REC_02396,Wakad,Diarrhea,2026-02-06,2
REC_02397,Hingne Khurd,Diarrhea,2025-12-05,1
REC_02398,Hingne Khurd,Typhoid,2026-01-26,4
REC_02399,Wakad,Dengue,2026-01-19,5
REC_02400,Baner,Dengue,2025-12-11,5
REC_02401,Wakad,Malaria,2026-01-15,2
REC_02402,Kalyani Nagar,Dengue,2025-12-08,5
REC_02403,Baner,Diarrhea,2025-12-06,4
REC_02404,Hingne Khurd,Cholera,2025-12-28,4
REC_02405,Shivajinagar,Malaria,2026-02-15,3
REC_02406,Viman Nagar,Typhoid,2026-01-19,0
REC_02407,Kalyani Nagar,Dengue,2026-02-21,5
REC_02408,Kalyani Nagar,Dengue,2026-01-23,2
REC_02409,Koregaon Park,Dengue,2026-01-27,5
REC_02410,Hingne Khurd,Malaria,2026-01-24,5
REC_02411,Hingne Khurd,Cholera,2025-12-21,2
REC_02412,Kothrud,Dengue,2025-12-17,5
REC_02413,Kalyani Nagar,Diarrhea,2026-01-26,5
REC_02414,Kothrud,Diarrhea,2026-01-08,2
REC_02415,Kothrud,Cholera,2026-02-26,6
REC_02416,Viman Nagar,Dengue,2025-12-30,2
REC_02417,Kothrud,Dengue,2026-01-24,3
REC_02418,Baner,Dengue,2026-01-03,3
REC_02419,Wakad,Diarrhea,2025-12-25,6
REC_02420,Shivajinagar,Dengue,2026-02-05,6
REC_02421,Hingne Khurd,Typhoid,2026-02-21,2
REC_02422,Baner,Diarrhea,2026-01-02,1
REC_02423,Shivajinagar,Diarrhea,2026-02-13,4
REC_02424,Kalyani Nagar,Diarrhea,2025-12-15,3
REC_02425,Kalyani Nagar,Dengue,2026-01-10,2
REC_02426,Kalyani Nagar,Diarrhea,2025-12-04,4
REC_02427,Baner,Cholera,2026-01-29,1
REC_02428,Baner,Typhoid,2026-01-12,3
REC_02429,Hingne Khurd,Typhoid,2026-01-03,2
REC_02430,Wakad,Typhoid,2025-11-30,2
REC_02431,Koregaon Park,Dengue,2026-01-11,5
REC_02432,Kothrud,Dengue,2025-12-31,2
REC_02433,Kalyani Nagar,Dengue,2026-01-31,1
REC_02434,Viman Nagar,Malaria,2026-01-01,3
REC_02435,Wakad,Dengue,2026-02-14,0
REC_02436,Viman Nagar,Diarrhea,2026-02-03,3
REC_02437,Hingne Khurd,Diarrhea,2025-12-29,3
REC_02438,Hingne Khurd,Typhoid,2025-12-09,1
REC_02439,Hingne Khurd,Diarrhea,2025-12-22,1
REC_02440,Shivajinagar,Cholera,2026-01-07,3
REC_02441,Viman Nagar,Dengue,2026-01-13,6
REC_02442,Wakad,Dengue,2025-12-28,3
REC_02443,Koregaon Park,Diarrhea,2025-12-29,4
REC_02444,Wakad,Dengue,2026-01-02,4
REC_02445,Baner,Dengue,2026-01-20,2
REC_02446,Baner,Malaria,2026-02-18,2
REC_02447,Kalyani Nagar,Dengue,2025-12-21,2
REC_02448,Koregaon Park,Diarrhea,2025-12-04,1
REC_02449,Baner,Diarrhea,2025-12-10,3
REC_02450,Hingne Khurd,Diarrhea,2026-02-23,2
REC_02451,Wakad,Diarrhea,2025-12-31,3
REC_02452,Viman Nagar,Malaria,2025-12-23,1
REC_02453,Hingne Khurd,Dengue,2025-12-10,3
REC_02454,Shivajinagar,Dengue,2025-12-10,5
REC_02455,Baner,Malaria,2025-12-16,2
REC_02456,Hingne Khurd,Diarrhea,2025-12-31,1
REC_02457,Hingne Khurd,Diarrhea,2026-02-20,1
REC_02458,Shivajinagar,Diarrhea,2025-12-26,6
REC_02459,Kothrud,Dengue,2025-12-31,7
REC_02460,Wakad,Diarrhea,2026-01-29,0
REC_02461,Viman Nagar,Diarrhea,2025-12-24,0
REC_02462,Kalyani Nagar,Diarrhea,2026-02-01,1
REC_02463,Kothrud,Diarrhea,2026-02-01,1
REC_02464,Baner,Diarrhea,2025-12-27,3
REC_02465,Hingne Khurd,Diarrhea,2026-01-08,4
REC_02466,Koregaon Park,Diarrhea,2025-12-13,3
REC_02467,Shivajinagar,Dengue,2026-01-10,3
REC_02468,Shivajinagar,Diarrhea,2026-01-07,2
REC_02469,Koregaon Park,Dengue,2025-12-01,5
REC_02470,Wakad,Dengue,2026-02-18,3
REC_02471,Kothrud,Cholera,2025-11-30,5
REC_02472,Kalyani Nagar,Cholera,2025-12-31,2
REC_02473,Wakad,Dengue,2026-02-20,2
REC_02474,Koregaon Park,Diarrhea,2026-02-01,1
REC_02475,Hingne Khurd,Dengue,2026-02-15,4
REC_02476,Koregaon Park,Diarrhea,2025-12-30,4
REC_02477,Wakad,Typhoid,2026-01-26,2
REC_02478,Viman Nagar,Cholera,2026-02-19,2
REC_02479,Shivajinagar,Diarrhea,2026-02-15,5
REC_02480,Shivajinagar,Malaria,2025-12-13,3
REC_02481,Baner,Diarrhea,2026-02-25,2
REC_02482,Baner,Malaria,2026-02-06,4
REC_02483,Koregaon Park,Cholera,2025-12-15,4
REC_02484,Kalyani Nagar,Typhoid,2026-02-06,0
REC_02485,Hingne Khurd,Diarrhea,2026-01-22,7
REC_02486,Viman Nagar,Malaria,2025-12-12,5
REC_02487,Kothrud,Dengue,2026-02-17,2
REC_02488,Wakad,Dengue,2026-02-16,2
REC_02489,Kalyani Nagar,Typhoid,2025-12-30,3
REC_02490,Hingne Khurd,Diarrhea,2026-02-06,5
REC_02491,Baner,Malaria,2025-12-20,2
REC_02492,Koregaon Park,Diarrhea,2025-12-29,2
REC_02493,Wakad,Typhoid,2025-12-22,2
REC_02494,Baner,Dengue,2026-01-06,4
REC_02495,Koregaon Park,Typhoid,2025-12-28,7
REC_02496,Wakad,Typhoid,2026-02-14,3
REC_02497,Kothrud,Cholera,2025-12-31,4
REC_02498,Hingne Khurd,Malaria,2026-01-30,6
REC_02499,Wakad,Dengue,2026-01-13,2
REC_02500,Viman Nagar,Malaria,2026-01-17,4
REC_02501,Kalyani Nagar,Malaria,2026-01-01,0
REC_02502,Shivajinagar,Dengue,2025-12-03,2
REC_02503,Viman Nagar,Diarrhea,2025-12-17,3
REC_02504,Viman Nagar,Diarrhea,2026-02-07,3
REC_02505,Kalyani Nagar,Typhoid,2026-02-01,6
REC_02506,Shivajinagar,Dengue,2025-12-27,3
REC_02507,Viman Nagar,Diarrhea,2026-01-26,5
REC_02508,Wakad,Diarrhea,2026-02-27,3
REC_02509,Wakad,Diarrhea,2026-01-24,3
REC_02510,Wakad,Typhoid,2025-12-19,2
REC_02511,Shivajinagar,Diarrhea,2026-02-14,2
REC_02512,Viman Nagar,Cholera,2026-01-02,2
REC_02513,Koregaon Park,Malaria,2026-02-24,2
REC_02514,Shivajinagar,Diarrhea,2025-12-09,6
REC_02515,Wakad,Dengue,2025-12-21,3
REC_02516,Kalyani Nagar,Dengue,2025-12-04,0
REC_02517,Viman Nagar,Dengue,2026-01-12,3
REC_02518,Viman Nagar,Dengue,2025-12-08,5
REC_02519,Baner,Dengue,2026-01-11,4
REC_02520,Baner,Dengue,2025-12-03,3
REC_02521,Kothrud,Dengue,2026-01-10,0
REC_02522,Koregaon Park,Cholera,2026-02-02,3
REC_02523,Koregaon Park,Dengue,2026-01-09,4
REC_02524,Hingne Khurd,Diarrhea,2026-02-01,4
REC_02525,Koregaon Park,Dengue,2026-01-23,4
REC_02526,Baner,Cholera,2026-02-27,5
REC_02527,Shivajinagar,Typhoid,2025-12-17,3
REC_02528,Koregaon Park,Diarrhea,2025-12-15,4
REC_02529,Baner,Diarrhea,2026-02-24,2
REC_02530,Kothrud,Dengue,2026-01-14,3
REC_02531,Viman Nagar,Cholera,2026-01-04,1
REC_02532,Koregaon Park,Typhoid,2026-02-27,3
REC_02533,Kothrud,Typhoid,2026-02-03,1
REC_02534,Viman Nagar,Diarrhea,2026-01-12,3
REC_02535,Kalyani Nagar,Malaria,2025-12-04,3
REC_02536,Kalyani Nagar,Typhoid,2025-12-28,1
REC_02537,Viman Nagar,Dengue,2025-12-03,1
REC_02538,Koregaon Park,Diarrhea,2026-02-23,6
REC_02539,Hingne Khurd,Dengue,2026-01-17,5
REC_02540,Baner,Cholera,2026-02-09,2
REC_02541,Shivajinagar,Dengue,2026-02-22,2
REC_02542,Shivajinagar,Dengue,2025-12-07,2
REC_02543,Wakad,Diarrhea,2026-01-20,3
REC_02544,Viman Nagar,Diarrhea,2026-02-06,4
REC_02545,Shivajinagar,Diarrhea,2025-12-20,0
REC_02546,Koregaon Park,Dengue,2025-12-26,4
REC_02547,Hingne Khurd,Dengue,2026-01-06,5
REC_02548,Viman Nagar,Diarrhea,2025-12-04,2
REC_02549,Hingne Khurd,Cholera,2026-02-22,3
REC_02550,Koregaon Park,Typhoid,2026-01-29,2
REC_02551,Shivajinagar,Diarrhea,2025-12-07,1
REC_02552,Shivajinagar,Cholera,2026-02-23,2
REC_02553,Wakad,Diarrhea,2025-12-17,3
REC_02554,Shivajinagar,Diarrhea,2025-12-03,3
REC_02555,Viman Nagar,Diarrhea,2025-12-03,4
REC_02556,Koregaon Park,Diarrhea,2026-01-05,4
REC_02557,Kalyani Nagar,Diarrhea,2025-12-14,6
REC_02558,Koregaon Park,Diarrhea,2026-01-06,1
REC_02559,Viman Nagar,Malaria,2025-12-26,5
REC_02560,Viman Nagar,Dengue,2026-02-22,5
REC_02561,Wakad,Dengue,2026-01-16,3
REC_02562,Wakad,Diarrhea,2026-01-14,6
REC_02563,Shivajinagar,Dengue,2026-01-14,7
REC_02564,Kothrud,Dengue,2026-01-16,4
REC_02565,Koregaon Park,Diarrhea,2026-01-27,3
REC_02566,Koregaon Park,Diarrhea,2025-12-03,5
REC_02567,Kothrud,Diarrhea,2026-02-12,3
REC_02568,Wakad,Diarrhea,2025-12-18,6
REC_02569,Shivajinagar,Typhoid,2026-01-25,1
REC_02570,Kothrud,Cholera,2025-12-18,1
REC_02571,Shivajinagar,Typhoid,2026-01-10,2
REC_02572,Shivajinagar,Diarrhea,2025-12-04,3
REC_02573,Shivajinagar,Malaria,2026-01-16,4
REC_02574,Baner,Cholera,2025-12-24,3
REC_02575,Viman Nagar,Dengue,2026-02-04,4
REC_02576,Shivajinagar,Dengue,2025-12-25,2
REC_02577,Baner,Diarrhea,2026-02-11,0
REC_02578,Wakad,Dengue,2026-02-25,2
REC_02579,Kothrud,Cholera,2026-01-30,3
REC_02580,Viman Nagar,Diarrhea,2025-12-06,2
REC_02581,Kalyani Nagar,Diarrhea,2026-01-12,3
REC_02582,Kothrud,Diarrhea,2026-02-24,3
REC_02583,Viman Nagar,Diarrhea,2025-12-26,4
REC_02584,Kalyani Nagar,Dengue,2026-01-10,0
REC_02585,Kothrud,Diarrhea,2026-02-10,3
REC_02586,Viman Nagar,Diarrhea,2026-01-24,4
REC_02587,Kothrud,Diarrhea,2025-12-02,3
REC_02588,Kothrud,Diarrhea,2025-12-12,4
REC_02589,Kalyani Nagar,Dengue,2026-02-07,4
REC_02590,Kothrud,Dengue,2026-01-27,1
REC_02591,Kothrud,Dengue,2026-01-06,2
REC_02592,Kalyani Nagar,Malaria,2026-02-22,2
REC_02593,Wakad,Typhoid,2026-02-20,2
REC_02594,Shivajinagar,Typhoid,2026-02-26,4
REC_02595,Koregaon Park,Malaria,2026-02-05,1
REC_02596,Hingne Khurd,Diarrhea,2026-02-23,4
REC_02597,Baner,Diarrhea,2026-02-06,0
REC_02598,Hingne Khurd,Dengue,2025-11-30,5
REC_02599,Hingne Khurd,Dengue,2026-01-18,4
REC_02600,Viman Nagar,Cholera,2026-02-18,3
REC_02601,Shivajinagar,Diarrhea,2026-02-10,0
REC_02602,Viman Nagar,Cholera,2025-12-08,2
REC_02603,Shivajinagar,Malaria,2026-01-21,0
REC_02604,Kalyani Nagar,Diarrhea,2026-02-25,2
REC_02605,Kalyani Nagar,Dengue,2025-12-09,4
REC_02606,Koregaon Park,Dengue,2026-02-21,2
REC_02607,Shivajinagar,Diarrhea,2026-02-18,3
REC_02608,Kothrud,Malaria,2026-02-14,1
REC_02609,Wakad,Dengue,2025-12-28,2
REC_02610,Koregaon Park,Dengue,2026-01-04,2
REC_02611,Koregaon Park,Dengue,2026-02-24,2
REC_02612,Kothrud,Diarrhea,2025-12-26,1
REC_02613,Wakad,Diarrhea,2025-12-17,2
REC_02614,Viman Nagar,Dengue,2025-12-17,4
REC_02615,Wakad,Dengue,2025-12-08,4
REC_02616,Viman Nagar,Dengue,2026-02-04,4
REC_02617,Kalyani Nagar,Diarrhea,2025-12-06,5
REC_02618,Hingne Khurd,Dengue,2026-01-26,2
REC_02619,Kalyani Nagar,Diarrhea,2026-02-16,1
REC_02620,Kalyani Nagar,Dengue,2025-12-29,4
REC_02621,Hingne Khurd,Dengue,2026-02-10,2
REC_02622,Wakad,Typhoid,2026-01-29,3
REC_02623,Koregaon Park,Diarrhea,2026-02-19,0
REC_02624,Wakad,Dengue,2025-12-16,2
REC_02625,Viman Nagar,Typhoid,2026-01-21,3
REC_02626,Kothrud,Diarrhea,2025-12-05,1
REC_02627,Viman Nagar,Typhoid,2026-01-07,0
REC_02628,Kothrud,Diarrhea,2025-12-24,3
REC_02629,Kalyani Nagar,Diarrhea,2026-01-10,6
REC_02630,Hingne Khurd,Cholera,2026-01-10,3
REC_02631,Kalyani Nagar,Dengue,2026-01-27,5
REC_02632,Shivajinagar,Diarrhea,2026-01-06,4
REC_02633,Wakad,Diarrhea,2025-12-30,2
